eng_for_hin:S0034L03U05	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0034L04U02	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0034L05U02	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0035L01B01	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0035L01B02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0035L01B03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0035L01U01	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0035L01U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0035L01U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0035L01U04	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0035L01U05	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0035L02U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0035L03U01	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0035L03U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0035L03U04	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0035L04U04	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0036L02U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0036L03U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0037L02U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0037L03U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0037L04U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0038L01U02	AMBIGUOUS	I've been learning his name	I've been learning her name	उसका/उसकी possessive, owner unmarked
eng_for_hin:S0038L02U01	AMBIGUOUS	I've been learning his name for about a week	I've been learning her name for about a week	उसका/उसकी possessive, owner unmarked
eng_for_hin:S0039L02U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0040L02U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0043L02U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0044L01U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0044L03U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0045L02U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0047L01U01	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0050L02U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0052L01B01	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0052L01B02	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0052L01B03	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0052L01U01	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0052L01U02	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0052L01U03	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0052L01U04	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0052L01U05	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0052L02U02	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0052L02U05	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0052L03U02	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0052L04B01	AMBIGUOUS	to write to his friend	to write to her friend	reflexive अपने in subjectless fragment, subject unmarked
eng_for_hin:S0052L04B02	AMBIGUOUS	a letter to his friend	a letter to her friend	reflexive अपने in subjectless fragment, subject unmarked
eng_for_hin:S0052L04B03	AMBIGUOUS	to write to his friend today	to write to her friend today	reflexive अपने in subjectless fragment, subject unmarked
eng_for_hin:S0052L04U01	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0052L04U02	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0052L04U03	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0052L04U04	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0052L04U05	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0052L05U02	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0053L01B01	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0053L01B02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0053L01B03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0053L01U01	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0053L01U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0053L01U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0053L01U04	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0053L01U05	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0053L02B02	AMBIGUOUS	to put in his bag	to put in her bag	reflexive अपने in subjectless fragment, subject unmarked
eng_for_hin:S0053L02B03	AMBIGUOUS	to put his letter	to put her letter	उसका/उसकी possessive, owner unmarked
eng_for_hin:S0053L02U01	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0053L02U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0053L02U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0053L02U04	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0053L02U05	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0053L03B01	AMBIGUOUS	to read his letter	to read her letter	उसका/उसकी possessive, owner unmarked
eng_for_hin:S0053L03B02	AMBIGUOUS	his letter today	her letter today	उसका/उसकी possessive, owner unmarked
eng_for_hin:S0053L03B03	AMBIGUOUS	to write his letter	to write her letter	उसका/उसकी possessive, owner unmarked
eng_for_hin:S0053L03U01	AMBIGUOUS	she wanted to read his letter	she wanted to read her letter	उसका/उसकी possessive, owner unmarked
eng_for_hin:S0053L03U02	AMBIGUOUS	I want to read his letter	I want to read her letter	उसका/उसकी possessive, owner unmarked
eng_for_hin:S0053L03U03	AMBIGUOUS	she wanted to put his letter today	she wanted to put her letter today	उसका/उसकी possessive, owner unmarked
eng_for_hin:S0053L03U04	AMBIGUOUS	I need to read his letter	I need to read her letter	उसका/उसकी possessive, owner unmarked
eng_for_hin:S0053L03U05	AMBIGUOUS	she wanted to read his letter yesterday	she wanted to read her letter yesterday	उसका/उसकी possessive, owner unmarked
eng_for_hin:S0053L04B01	AMBIGUOUS	a letter in his bag	a letter in her bag	reflexive अपने in subjectless fragment, subject unmarked
eng_for_hin:S0053L04B02	AMBIGUOUS	in his bag today	in her bag today	reflexive अपने in subjectless fragment, subject unmarked
eng_for_hin:S0053L04B03	AMBIGUOUS	the story in his bag	the story in her bag	reflexive अपने in subjectless fragment, subject unmarked
eng_for_hin:S0053L04U01	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0053L04U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0053L04U03	AMBIGUOUS	she doesn't want to put his letter in her bag	she doesn't want to put her letter in her bag	चाहती + अपने fix she/her bag; उसकी चिट्ठी open
eng_for_hin:S0053L04U04	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0053L04U05	AMBIGUOUS	she wanted to put his letter in her bag this morning	she wanted to put her letter in her bag this morning	चाहती + अपने fix she/her bag; उसकी चिट्ठी open
eng_for_hin:S0056L02U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0057L01B01	AMBIGUOUS	I can't remember his name	I can't remember her name	उसका/उसकी possessive, owner unmarked
eng_for_hin:S0057L01U04	AMBIGUOUS	I can't remember his name this morning	I can't remember her name this morning	उसका/उसकी possessive, owner unmarked
eng_for_hin:S0058L03U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0059L01B02	AMBIGUOUS	I know his name	I know her name	उसका/उसकी possessive, owner unmarked
eng_for_hin:S0059L01U05	AMBIGUOUS	I know his name this morning	I know her name this morning	उसका/उसकी possessive, owner unmarked
eng_for_hin:S0060L02U04	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0060L03U02	AMBIGUOUS	I can't remember his name yet	I can't remember her name yet	उसका/उसकी possessive, owner unmarked
eng_for_hin:S0061L02U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0061L03U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0065L02U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0066L02U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0067L01U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0069L01B01	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0069L01B02	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0069L01B03	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0069L01U01	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0069L01U02	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0069L01U03	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0069L01U04	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0069L01U05	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0069L02U01	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0069L03U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0069L04U03	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0070L01B01	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0070L01B02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0070L01B03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0070L01U01	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0070L01U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0070L01U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0070L01U04	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0070L01U05	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0070L02U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0070L02U04	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0070L03U01	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0071L02U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0084L02B01	AMBIGUOUS	to find out what he said	to find out what she said	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0084L02B02	AMBIGUOUS	to remember what he said	to remember what she said	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0084L02B03	AMBIGUOUS	what he said today	what she said today	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0084L02U01	AMBIGUOUS	I don't agree with what he said	I don't agree with what she said	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0084L02U02	AMBIGUOUS	I don't understand what he said	I don't understand what she said	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0084L02U03	AMBIGUOUS	I can't remember what he said	I can't remember what she said	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0084L02U04	AMBIGUOUS	I know what he said	I know what she said	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0084L02U05	AMBIGUOUS	I don't agree with what he said today	I don't agree with what she said today	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0084L03U01	AMBIGUOUS	I don't agree with what he said about my friend	I don't agree with what she said about my friend	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0084L03U02	AMBIGUOUS	I don't understand what he said about my friend	I don't understand what she said about my friend	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0084L03U04	AMBIGUOUS	I can't remember what he said about my friend	I can't remember what she said about my friend	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0095L02U03	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0095L03U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0097L03U01	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0097L03U04	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0098L02U03	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0101L03U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0103L02U04	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0103L03U03	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0105L02B01	AMBIGUOUS	he didn't know the answer	she didn't know the answer	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0105L02B02	AMBIGUOUS	he didn't know the truth	she didn't know the truth	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0105L02B03	AMBIGUOUS	he didn't know the story	she didn't know the story	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0105L02U01	AMBIGUOUS	that is why he didn't know the truth	that is why she didn't know the truth	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0105L02U02	AMBIGUOUS	I think that he didn't know the answer	I think that she didn't know the answer	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0105L02U03	AMBIGUOUS	he didn't know why it's not working	she didn't know why it's not working	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0105L02U04	AMBIGUOUS	I'm not sure if he didn't know the answer	I'm not sure if she didn't know the answer	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0105L02U05	AMBIGUOUS	he didn't know what we're doing	she didn't know what we're doing	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0107L02U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0107L03U05	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0108L02U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0108L03U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0109L02U02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0110L02U04	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0110L03U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0111L02U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0113L01B03	AMBIGUOUS	why can't I remember his name?	why can't I remember her name?	उसका/उसकी possessive, owner unmarked
eng_for_hin:S0113L01U04	DETERMINED			लड़की is a gendered noun
eng_for_hin:S0118L03U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0119L02U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0120L03U05	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0122L03U05	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0124L01B02	AMBIGUOUS	I thought he didn't know the answer	I thought she didn't know the answer	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0124L01B03	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0124L01U01	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0124L01U02	AMBIGUOUS	I thought he didn't know the truth	I thought she didn't know the truth	ergative उसने / dative उसे, no verb agrees with it
eng_for_hin:S0128L02U04	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0130L02B01	DETERMINED			मेरा दोस्त = male friend
eng_for_hin:S0130L02B02	DETERMINED			मेरा दोस्त = male friend
eng_for_hin:S0130L02B03	DETERMINED			मेरा दोस्त = male friend
eng_for_hin:S0130L02U01	DETERMINED			मेरा दोस्त = male friend
eng_for_hin:S0130L02U02	DETERMINED			मेरा दोस्त = male friend
eng_for_hin:S0130L02U03	DETERMINED			मेरा दोस्त = male friend
eng_for_hin:S0130L02U04	DETERMINED			मेरा दोस्त = male friend
eng_for_hin:S0130L02U05	DETERMINED			मेरा दोस्त = male friend
eng_for_hin:S0132L02B01	DETERMINED			कह रही थी fixes वह feminine
eng_for_hin:S0132L02B02	DETERMINED			कह रही थी fixes वह feminine
eng_for_hin:S0132L02B03	DETERMINED			कह रही थी fixes वह feminine
eng_for_hin:S0132L02U01	DETERMINED			कह रही थी fixes वह feminine
eng_for_hin:S0132L02U02	DETERMINED			कह रही थी fixes वह feminine
eng_for_hin:S0132L02U03	DETERMINED			कह रही थी fixes वह feminine
eng_for_hin:S0132L02U04	DETERMINED			कह रही थी fixes वह feminine
eng_for_hin:S0132L02U05	DETERMINED			कह रही थी fixes वह feminine
eng_for_hin:S0134L03U04	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0134L04U03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0136L03C02	DETERMINED			मेरी दोस्त = female friend
eng_for_hin:S0136L03B01	DETERMINED			मेरी दोस्त = female friend
eng_for_hin:S0136L03B02	DETERMINED			मेरी दोस्त = female friend
eng_for_hin:S0136L03B03	DETERMINED			मेरी दोस्त = female friend
eng_for_hin:S0136L03U01	DETERMINED			मेरी दोस्त = female friend
eng_for_hin:S0136L03U02	DETERMINED			मेरी दोस्त = female friend
eng_for_hin:S0136L03U04	DETERMINED			मेरी दोस्त = female friend
eng_for_hin:S0136L03U05	DETERMINED			मेरी दोस्त = female friend
eng_for_hin:S0136L03U06	DETERMINED			मेरी दोस्त = female friend
eng_for_hin:S0137L02B03	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0137L03U05	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0138L01B01	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0138L01B02	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0138L01U01	DETERMINED			चाहती fixes वह feminine
eng_for_hin:S0138L01U02	DETERMINED			चाहता fixes वह masculine
eng_for_hin:S0138L01U05	DETERMINED			चाहती fixes वह
eng_for_hin:S0138L03U02	DETERMINED			चाहती fixes वह
eng_for_hin:S0138L03U04	DETERMINED			चाहता fixes वह
eng_for_hin:S0138L03U05	DETERMINED			चाहती fixes वह
eng_for_hin:S0139L03U05	DETERMINED			चाहती fixes वह
eng_for_hin:S0141L01U02	DETERMINED			मेरा दोस्त = male friend
eng_for_hin:S0143L03U05	DETERMINED			चाहती fixes वह
eng_for_hin:S0147L01B01	DETERMINED			थी fixes वह
eng_for_hin:S0147L01B02	DETERMINED			थी fixes वह
eng_for_hin:S0147L01B03	DETERMINED			थी fixes वह
eng_for_hin:S0147L01U01	DETERMINED			थी fixes वह
eng_for_hin:S0147L01U02	DETERMINED			थी fixes वह
eng_for_hin:S0147L01U03	DETERMINED			थी fixes वह
eng_for_hin:S0147L01U04	DETERMINED			थी fixes वह
eng_for_hin:S0147L01U05	DETERMINED			थी fixes वह
eng_for_hin:S0147L02B01	AMBIGUOUS	when he saw me feeling nervous	when she saw me feeling nervous	ergative उसने; देखा agrees with object
eng_for_hin:S0147L02B02	AMBIGUOUS	when he saw me in the pub	when she saw me in the pub	ergative उसने; देखा agrees with object
eng_for_hin:S0147L02B03	AMBIGUOUS	when he saw me this morning	when she saw me this morning	ergative उसने; देखा agrees with object
eng_for_hin:S0147L02U01	DETERMINED			थी fixes वह
eng_for_hin:S0147L02U02	AMBIGUOUS	that was a surprise when he saw me	that was a surprise when she saw me	ergative उसने; देखा agrees with object
eng_for_hin:S0147L02U03	DETERMINED			थी fixes वह
eng_for_hin:S0147L02U04	DETERMINED			थी fixes वह
eng_for_hin:S0147L02U05	DETERMINED			थी fixes वह
eng_for_hin:S0147L03B01	AMBIGUOUS	when he saw me feeling nervous	when she saw me feeling nervous	ergative उसने; देखा agrees with object
eng_for_hin:S0147L03U01	DETERMINED			थी fixes वह
eng_for_hin:S0147L03U02	AMBIGUOUS	that was a surprise when he saw me feeling nervous	that was a surprise when she saw me feeling nervous	ergative उसने; देखा agrees with object
eng_for_hin:S0147L03U05	DETERMINED			थी fixes वह
eng_for_hin:S0148L01B01	AMBIGUOUS	I think he wasn't very patient	I think she wasn't very patient	ergative उसने; दिखाया agrees with धैर्य
eng_for_hin:S0148L01B02	AMBIGUOUS	I believe that he wasn't very patient	I believe that she wasn't very patient	ergative उसने; दिखाया agrees with धैर्य
eng_for_hin:S0148L01B03	AMBIGUOUS	that is why he wasn't very patient	that is why she wasn't very patient	ergative उसने; दिखाया agrees with धैर्य
eng_for_hin:S0148L01U01	AMBIGUOUS	I'm not sure if he wasn't very patient	I'm not sure if she wasn't very patient	ergative उसने; दिखाया agrees with धैर्य
eng_for_hin:S0148L01U02	AMBIGUOUS	I'm sorry that he wasn't very patient	I'm sorry that she wasn't very patient	ergative उसने; दिखाया agrees with धैर्य
eng_for_hin:S0148L01U03	AMBIGUOUS	I'm surprised he wasn't very patient	I'm surprised she wasn't very patient	ergative उसने; दिखाया agrees with धैर्य
eng_for_hin:S0148L01U04	AMBIGUOUS	that was a surprise because he wasn't very patient	that was a surprise because she wasn't very patient	ergative उसने; दिखाया agrees with धैर्य
eng_for_hin:S0148L01U05	AMBIGUOUS	he wasn't very patient today	she wasn't very patient today	ergative उसने; दिखाया agrees with धैर्य
eng_for_hin:S0148L02B01	DETERMINED			थी fixes वह
