# gle_mu_for_eng — Munster (Kerry) seeds 1-500, as translated by job #545
# seed<TAB>English<TAB>Munster   — authored against docs/gle-mu/munster-kerry-dialect-spec.md

34	he doesn't want to be quiet when other people are here	Ní theastaíonn uaidh a bheith ciúin nuair a bhíonn daoine eile anso
35	she doesn't want to read anything this afternoon	Ní theastaíonn uaithi faic a léamh tráthnóna inniubh
36	we don't want to interrupt the story	Ní theastaíonn uainn cur isteach ar an scéal
37	I started to think about it carefully last month	Thosnaíos ag machnamh air go cúramach an mhí seo caite
38	I've been learning for about a week	Táim ag foghlaim le timpeall seachtaine
39	but I'm a little tired this morning	ach táim beagán tuirseach ar maidin
40	how do you feel at the moment?	Conas a bhraitheann tú fé láthair?
41	I feel okay, but I'm starting to feel tired	Braithim go maith, ach táim ag tosnú ar bheith tuirseach
42	I was starting to feel better than last night	Bhíos ag tosnú ar bheith níos fearr ná aréir
43	I wasn't thinking about how to answer	Ní rabhas ag machnamh ar conas freagra a thabhairt
44	or if I need to improve	nó má theastaíonn uaim feabhsú
45	I don't need to know everything	Ní theastaíonn uaim gach aon rud a bheith ar eolas agam
46	but I don't worry about making mistakes	ach ní bhíonn imní orm fé bhotúin a dhéanamh
47	because I think that it's a good thing to make mistakes	mar is dóigh liom gur rud maith é botúin a dhéanamh
48	I don't care about making mistakes	Is cuma liom fé bhotúin a dhéanamh
49	it's like this, if you know what I mean	Tá sé mar seo, má thuigeann tú cad atá i gceist agam
50	I'm not trying to finish as quickly as possible	Nílim ag iarraidh críochnú chomh tapaidh agus is féidir
51	I enjoy doing interesting things with my friends	Bainim taitneamh as rudaí suimiúla a dhéanamh le mo chairde
52	he wanted to write a letter to his friend last week	Theastaigh uaidh litir a scríobh chun a charad an tseachtain seo caite
53	she wanted to put his letter in her bag	Theastaigh uaithi a litir a chur ina mála
54	we wanted to give you a little more time	Theastaigh uainn beagán níos mó ama a thabhairt duit
55	I don't enjoy waking up when I didn't sleep very well	Ní bhainim taitneamh as dúiseacht nuair nár chodlaíos go maith
56	so I can remember how to say a few words	i dtreo is go bhfuilim ábalta cuimhneamh ar conas cúpla focal a rá
57	I can't remember how to say what I wanted to say	Nílim ábalta cuimhneamh ar conas a rá cad a theastaigh uaim a rá
58	it's interesting when you understand enough words	Tá sé suimiúil nuair a thuigeann tú a dhóthain focal
59	I know how to do what I need to do next week	Tá a fhios agam conas an rud atá le déanamh agam an tseachtain seo chugainn a dhéanamh
60	I don't know how to say enough different words yet	Ní fheadar conas a dhóthain focal éagsúil a rá fós
61	could you say that again a little more slowly?	An bhféadfá é sin a rá arís beagán níos moille?
62	I'm not sure if I can help you at the same time	Nílim cinnte an bhfuilim ábalta cabhrú leat ag an am céanna
63	are you sure you don't mind helping me?	An bhfuileann tú cinnte ná miste leat cabhrú liom?
64	learning Irish isn't easy but it is fun	Níl sé éasca Gaelainn a fhoghlaim ach tá sé taitneamhach
65	it's important to take time to test yourself	Tá sé tábhachtach am a thógaint chun tú féin a thástáil
66	it's not difficult to find the answer	Níl sé deacair an freagra a fháil
67	Why do you want to stop?	Cad ina thaobh go dteastaíonn uait stopadh?
68	what are you looking for?	Cad atá tú ag lorg?
69	he didn't want to look after the young dog all afternoon	Níor theastaigh uaidh aire a thabhairt don mhadra óg an tráthnóna ar fad
70	she didn't want to tell me where it was	Níor theastaigh uaithi insint dom cá raibh sé
71	we didn't want to let anyone hear the truth	Níor theastaigh uainn ligean d'éinne an fhírinne a chlos
72	I think that you're doing very well	Is dóigh liom go bhfuileann tú ag déanamh go hana-mhaith
73	thank you very much, but I've got more to learn	Go raibh maith agat, ach tá níos mó le foghlaim agam
74	thank you very much for helping me to understand	Go raibh míle maith agat as cabhrú liom tuiscint
75	have you got more to learn?	An bhfuil níos mó le foghlaim agat?
76	I'm very happy with how much I've learnt already	Táim ana-shásta leis an méid atá foghlamtha agam cheana féin
77	I'm surprised at how quickly I'm starting to understand	Tá ionadh orm cé chomh tapaidh is atáim ag tosnú ar thuiscint
78	I don't understand what you said	Ní thuigim cad a dúraís
79	when did you start to learn?	Cathain a thosnaís ag foghlaim?
80	I'm not sure when I'll be ready	Nílim cinnte cathain a bheidh mé réidh
81	when do you want to start?	Cathain a theastaíonn uait tosnú?
82	I'm not going to wait for you. Why not?	Nílim chun fanacht leat. Cad ina thaobh ná fuil?
83	I agree with what you said about your friend	Aontaím leis an méid a dúraís fé do chara
84	I don't agree with what he said about my friend	Ní aontaím leis an méid a dúirt sé fé mo chara
85	I don't know those people	Ní aithním na daoine sin
86	it wasn't possible, unfortunately	Ní raibh sé indéanta, faraor
87	they are people I don't know	Is daoine iad ná aithním
88	I'm not ready to talk to people I don't know yet	Nílim réidh chun labhairt le daoine ná aithním fós
89	I think that I've done a lot in a short time	Is dóigh liom go bhfuil a lán déanta agam in am gearr
90	if you can speak more slowly that would be great	Dá bhféadfá labhairt níos moille bheadh sé sin go hiontach
91	it's difficult to think quickly enough to answer in time	Tá sé deacair machnamh a dhéanamh sách tapaidh chun freagra a thabhairt in am
92	I'd like to keep on doing this for a while	Ba mhaith liom leanúint ar aghaidh leis seo ar feadh tamaill
93	it's time to go now	Tá sé in am imeacht anois
94	this is the only way it will work	Is é seo an t-aon tslí go n-oibreoidh sé
95	are you ready to go home on the next bus?	An bhfuileann tú réidh chun dul abhaile ar an gcéad bhus eile?
96	no I'm not ready yet, I need a little more time	Nílim, nílim réidh fós, teastaíonn beagán níos mó ama uaim
97	yes I'm ready to go as soon as you want	Táim, táim réidh chun imeacht chomh luath agus a theastaíonn uait
98	I should consider playing something else	Ba cheart dom machnamh a dhéanamh ar rud éigin eile a imirt
99	you should ask yourself why it's not working	Ba cheart duit a fhiafraí díot féin cad ina thaobh ná fuil sé ag obair
100	you shouldn't worry about doing something similar	Níor cheart duit a bheith buartha fé rud éigin mar sin a dhéanamh
101	I'm enjoying finding out more about this language	Táim ag baint taitnimh as níos mó a fháil amach mar gheall ar an dteanga seo
102	we're trying to say that it's not like that	Táimid ag iarraidh a rá ná fuil sé mar sin
103	we're not trying to hear many more words	Nílimid ag iarraidh a lán focal eile a chlos
104	we need to change what we're doing	Teastaíonn uainn athrú a dhéanamh ar an méid atáimid a dhéanamh
105	That is why he didn't know the answer	Sin é an fáth ná raibh an freagra ar eolas aige
106	we don't need to feel happy, we just need to work hard	Ní theastaíonn uainn a bheith sásta, ní theastaíonn uainn ach obair go dian
107	we hoped to see what you were doing	Bhíomar ag súil le feiscint cad a bhís a dhéanamh
108	we didn't hope to wake in the middle of the night	Ní rabhamar ag súil le dúiseacht i lár na hoíche
109	we must work hard to learn a lot of new words	Caithfimid obair go dian chun a lán focal nua a fhoghlaim
110	we're friends, and after we finish I'd like to relax	Is cairde sinn, agus tar éis dúinn críochnú ba mhaith liom scíth a ligean
111	when we learn something new it changes our brain	Nuair a fhoghlaimímid rud nua athraíonn sé ár n-inchinn
112	That was very interesting, and I wasn't expecting it	Bhí sé sin ana-shuimiúil, agus ní rabhas ag súil leis
113	Why can't I remember what you said?	Cad ina thaobh ná fuilim ábalta cuimhneamh ar cad a dúraís?
114	I feel as if I'm doing worse today than yesterday	Braithim go bhfuilim ag déanamh níos measa inniubh ná inné
115	I don't feel as if I'm ready to have a conversation	Ní bhraithim go bhfuilim réidh chun comhrá a bheith agam
116	this isn't the best choice I could make	Ní hé seo an rogha is fearr a d'fhéadfainn a dhéanamh
117	I'm definitely doing better than I was last time we talked to each other	Táim ag déanamh níos fearr go cinnte ná mar a bhíos an uair dheireanach ar labhraíomar le chéile
118	I feel better than I felt when we were in the pub	Braithim níos fearr ná mar a bhraitheas nuair a bhíomar sa tigh tábhairne
119	can I ask you something before you leave?	An féidir liom rud éigin a fhiafraí díot sara n-imíonn tú?
120	it's interesting that you like to go by bus	Tá sé suimiúil gur maith leat dul ar an mbus
121	it's unusual that you don't like to use your car	Tá sé neamhghnách ná maith leat do charr a úsáid
122	it's starting to feel easier and I'm excited about how it's going	Tá sé ag tosnú ar bheith níos éasca agus táim ar bís mar gheall ar conas atá sé ag dul
123	I think that's a good idea	Is dóigh liom gur smaoineamh maith é sin
124	I thought that was a good idea	Cheapas gur smaoineamh maith é sin
125	I believe that your idea was very good	Creidim go raibh do smaoineamh ana-mhaith
126	this work is changing the shape of my brain	Tá an obair seo ag athrú cruth m'inchinne
127	That isn't why I wanted to see you	Ní hé sin an fáth ar theastaigh uaim tú a fheiscint
128	you're like someone I used to know	Tánn tú cosúil le duine a bhíodh ar aithne agam
129	I'm so happy that you're doing so well	Táim chomh sásta san go bhfuileann tú ag déanamh chomh maith sin
130	That was a surprise, because he's my friend	Iontas ab ea é, mar is cara liom é
131	there are too many ideas going around in my head	Tá an iomarca smaointe ag dul timpeall i mo cheann
132	that's less exciting than what she was saying	Tá sé sin níos lú corraitheach ná an méid a bhí sise a rá
133	you get to know someone very well when you work together	Cuireann tú aithne mhaith ar dhuine nuair a oibríonn sibh le chéile
134	it's not a problem when you work at something difficult with them	Ní fadhb é nuair a oibríonn tú ar rud deacair leo
135	I don't know why you think that it's so good	Ní fheadar cad ina thaobh gur dóigh leat go bhfuil sé chomh maith sin
136	of course you can ask her because she's my friend	Ar ndóigh is féidir leat ceist a chur uirthi mar is cara liom í
137	it's more important to talk often than to be perfect	Tá sé níos tábhachtaí bheith ag caint go minic ná a bheith foirfe
138	this was where my friend wanted to meet us	Seo an áit inar theastaigh ó mo chara bualadh linn
139	I'm sorry that I need to leave so early	Tá brón orm go gcaithfidh mé imeacht chomh luath san
140	I'm sorry that I can't see what you're trying to show me	Tá brón orm ná fuilim ábalta feiscint cad atá tú ag iarraidh a thaispeáint dom
141	no problem. Everything is okay	Gan fadhb. Tá gach aon rud ceart go leor
142	that's very kind of you and I'm grateful to you for helping	Tá sé sin ana-dheas uait agus táim buíoch díot as cabhrú
143	it's the same thing as we were talking about earlier	Is é an rud céanna é agus a bhíomar ag caint mar gheall air níos luaithe
144	I woke earlier than I wanted to this morning	Dhúisíos níos luaithe ná mar a theastaigh uaim ar maidin
145	Why are you not happy any more?	Cad ina thaobh ná fuileann tú sásta a thuilleadh?
146	nothing seems to be working since we tried to fix it	Ní cosúil go bhfuil faic ag obair ó bhíomar ag iarraidh é a dheisiú
147	she was very kind when she saw me feeling nervous	Bhí sí ana-dheas nuair a chonaic sí go rabhas neirbhíseach
148	he wasn't very patient when I couldn't answer	Ní raibh sé ana-fhoighneach nuair ná rabhas ábalta freagra a thabhairt
149	this isn't very difficult, so I hope you'll finish soon	Níl sé seo ana-dheacair, mar sin tá súil agam go gcríochnóidh tú go luath
150	can you tell me what your name is?	An féidir leat insint dom cad is ainm duit?
151	That wasn't what I was hoping would happen	Ní hé sin a rabhas ag súil a tharlódh
152	I would have done it differently if I had known what you wanted	Bheinn tar éis é a dhéanamh ar shlí eile dá mbeadh a fhios agam cad a theastaigh uait
153	I wouldn't have said it in exactly the same way	Ní bheinn tar éis é a rá ar an tslí chéanna go díreach
154	where do you want to meet on Saturday night?	Cá dteastaíonn uait bualadh le chéile oíche Dé Sathairn?
155	I don't mind waiting for a few minutes tomorrow morning	Ní miste liom fanacht ar feadh cúpla nóiméad maidin amárach
156	do you want to go to a restaurant tonight?	An dteastaíonn uait dul chun bialainne anocht?
157	I won't be able to be there next month	Ní bheidh mé ábalta a bheith ann an mhí seo chugainn
158	let's talk about something else	Labhraímis mar gheall ar rud éigin eile
159	That isn't what I'm trying to say	Ní hé sin atáim ag iarraidh a rá
160	how do you say this word in Irish?	Conas a deir tú an focal seo as Gaelainn?
161	can you give me that book on Sunday morning?	An féidir leat an leabhar san a thabhairt dom maidin Dé Domhnaigh?
162	what do you think about that?	Cad is dóigh leat mar gheall air sin?
163	I think that it's interesting	Is dóigh liom go bhfuil sé suimiúil
164	an interesting book	leabhar suimiúil
165	but I'm not sure if it's true	ach nílim cinnte an bhfuil sé fíor
166	my name is not very unusual	Níl m'ainm ana-neamhghnách
167	what do you need to do tomorrow afternoon?	Cad a theastaíonn uait a dhéanamh tráthnóna amárach?
168	and then I'll be able to come and help later on	agus ansan beidh mé ábalta teacht agus cabhrú níos déanaí
169	what do you want me to do?	Cad a theastaíonn uait go ndéanfainn?
170	I'd like you to tell me what you need	Ba mhaith liom go n-inseofá dom cad a theastaíonn uait
171	do you want me to help you look for it?	An dteastaíonn uait go gcabhróinn leat é a lorg?
172	yes that would be very helpful	Teastaíonn, bheadh sé sin ana-chabhrach
173	no thank you I can manage on my own	Ní theastaíonn, go raibh maith agat, is féidir liom déanamh as liom féin
174	can you understand what I'm saying?	An dtuigeann tú cad atáim a rá?
175	what do you want to do on Sunday morning?	Cad a theastaíonn uait a dhéanamh maidin Dé Domhnaigh?
176	I'll ask him if he'll be able to help next year	Fiafróidh mé de an mbeidh sé ábalta cabhrú an bhliain seo chugainn
177	I'll ask her where she wants to go	Fiafróidh mé di cá dteastaíonn uaithi dul
178	I didn't have time, although I wanted to see you	Ní raibh am agam, cé gur theastaigh uaim tú a fheiscint
179	what are you going to do on Sunday afternoon?	Cad atá tú chun a dhéanamh tráthnóna Dé Domhnaigh?
180	I'd like to read my book for a while	Ba mhaith liom mo leabhar a léamh ar feadh tamaill
181	but I have to take my mother to the doctor	ach caithfidh mé mo mháthair a thabhairt chun an dochtúra
182	have you seen my keys anywhere?	An bhfeacaís m'eochracha in aon áit?
183	no I'm afraid I haven't seen them	Ní fheaca, tá eagla orm ná fheaca iad
184	yes I saw them in the office a while ago	Chonac, chonac san oifig iad tamall ó shin
185	I think you left them at work	Is dóigh liom gur fhágais ag an obair iad
186	do you want to talk about something different next week?	An dteastaíonn uait labhairt mar gheall ar rud éigin difriúil an tseachtain seo chugainn?
187	I'm happy so far	Táim sásta go dtí seo
188	so I don't need to change	mar sin ní theastaíonn uaim athrú
189	yes that's a good idea	Is ea, is smaoineamh maith é sin
190	do you mind if I ask you some questions?	An miste leat má chuirim cúpla ceist ort?
191	no I don't mind at all	Ní miste liom in aon chor
192	I'm busy tomorrow night	Táim gnóthach oíche amárach
193	I'm sorry but I'm too busy today	Tá brón orm ach táim ró-ghnóthach inniubh
194	what are you looking for?	Cad atá tú ag lorg?
195	I'm trying to find the money I left on the table	Táim ag iarraidh an t-airgead a d'fhágas ar an mbord a fháil
196	have you heard the latest idea?	Ar chualaís an smaoineamh is déanaí?
197	my son works as a teacher	Oibríonn mo mhac mar mhúinteoir
198	my daughter works for the council	Oibríonn m'iníon don chomhairle
199	my friend used to work in an office	D'oibríodh mo chara in oifig fadó
200	they say they want to make sure that we finish everything in time	Deir siad go dteastaíonn uathu a chinntiú go gcríochnóimid gach aon rud in am
201	we wanted to know what was going to happen	Theastaigh uainn a fhios a bheith againn cad a bhí chun tarlúint
202	nobody was sure how to answer the question	Ní raibh éinne cinnte conas an cheist a fhreagairt
203	what would you do if I asked you to help me?	Cad a dhéanfá dá n-iarrfainn ort cabhrú liom?
204	I wanted her to help you to deal with the arrangements	Theastaigh uaim go gcabhródh sí leat déileáil leis na socruithe
205	I've forgotten the word I was trying to say	Tá dearmad déanta agam ar an bhfocal a bhíos ag iarraidh a rá
206	I enjoy the chance to practise speaking with you	Bainim taitneamh as an ndeis labhairt a chleachtadh leat
207	you've done what you needed to do	Tá an méid a theastaigh uait a dhéanamh déanta agat
208	I didn't want to ask you how to say it	Níor theastaigh uaim ceist a chur ort conas é a rá
209	they want to spend more time meeting as a group	Teastaíonn uathu níos mó ama a chaitheamh ag bualadh le chéile mar ghrúpa
210	they think that we need to discuss the problem	Is dóigh leo go dteastaíonn uainn an fhadhb a phlé
211	they told us that they didn't want to explain	Dúradar linn nár theastaigh uathu míniú
212	they wanted to ask for help	Theastaigh uathu cabhair a iarraidh
213	we don't know what they're trying to achieve	Ní fheadramar cad atá siad ag iarraidh a bhaint amach
214	Did you have a good time at the weekend?	An raibh am maith agat ag an ndeireadh seachtaine?
215	I went out on Saturday night	Chuas amach oíche Dé Sathairn
216	I saw a few friends	Chonac cúpla cara
217	I had a glass or two of water	D'ólas gloine nó dhó uisce
218	I didn't do much on Sunday	Ní dheineas mórán Dé Domhnaigh
219	it was nice to relax for a while	Bhí sé deas scíth a ligean ar feadh tamaill
220	Did you watch a bit of television?	Ar fhéachais ar bheagán teilifíse?
221	I watched the football and then I watched a film	D'fhéachas ar an bpeil agus ansan d'fhéachas ar scannán
222	he's trying to tell me what he wants	Tá sé ag iarraidh insint dom cad a theastaíonn uaidh
223	he's going to ask you tomorrow	Tá sé chun ceist a chur ort amárach
224	he's just started to learn	Tá sé díreach tar éis tosnú ag foghlaim
225	he would give you an answer if he could	Thabharfadh sé freagra duit dá bhféadfadh sé
226	the man is trying to help me	Tá an fear ag iarraidh cabhrú liom
227	That man is going to tell me something new	Tá an fear san chun rud nua a insint dom
228	That man has just started to practise speaking	Tá an fear san díreach tar éis tosnú ag cleachtadh labhartha
229	That woman would help you if she could	Chabhródh an bhean sin leat dá bhféadfadh sí
230	I know a young man who wants to work with you	Tá aithne agam ar fhear óg go dteastaíonn uaidh obair leat
231	I know an old man who wanted to ask for help	Tá aithne agam ar sheanfhear gur theastaigh uaidh cabhair a iarraidh
232	I know an old woman who can remember the answer	Tá aithne agam ar sheanbhean gur cuimhin léi an freagra
233	I know a young woman who knows your sister	Tá aithne agam ar bhean óg go bhfuil aithne aici ar do dheirfiúr
234	I met someone last night who works with your brother	Bhuaileas le duine aréir a oibríonn le do dheartháir
235	I met someone who said that he wanted to tell you something	Bhuaileas le duine a dúirt gur theastaigh uaidh rud éigin a insint duit
236	I know someone who said that she was going to try to help	Tá aithne agam ar dhuine a dúirt go raibh sí chun iarracht a dhéanamh cabhrú
237	he wanted me to tell you before the weekend	Theastaigh uaidh go n-inseoinn duit roimh an ndeireadh seachtaine
238	he wanted you to tell me yesterday	Theastaigh uaidh go n-inseofá dom inné
239	my mother likes to read	Is maith le mo mháthair léamh
240	my father doesn't like to stop talking	Ní maith le m'athair stopadh ag caint
241	I don't want to give it to him	Ní theastaíonn uaim é a thabhairt dó
242	I want to give her more time	Teastaíonn uaim níos mó ama a thabhairt di
243	I'm going to ask for the same thing to eat	Táim chun an rud céanna le hithe a iarraidh
244	I've learnt a lot already	Tá a lán foghlamtha agam cheana féin
245	I'm happy with how much I've done in a short time	Táim sásta leis an méid atá déanta agam in am gearr
246	I wanted her to help you but she was too busy	Theastaigh uaim go gcabhródh sí leat ach bhí sí ró-ghnóthach
247	I thought that book was fairly good	Cheapas go raibh an leabhar san réasúnta maith
248	I thought the film was complete rubbish and I want my money back	Cheapas go raibh an scannán go hiomlán uafásach agus teastaíonn m'airgead thar n-ais uaim
249	I want you to help me before you go	Teastaíonn uaim go gcabhrófá liom sara n-imíonn tú
250	can you tell me something else before I answer?	An féidir leat rud éigin eile a insint dom sara bhfreagraím?
251	I don't want to find out until after we finish	Ní theastaíonn uaim fáil amach go dtí tar éis dúinn críochnú
252	when will you be ready to start?	Cathain a bheidh tú réidh chun tosnú?
253	I should be ready in a few minutes	Ba cheart go mbeidh mé réidh i gceann cúpla nóiméad
254	I've been ready since this morning	Táim réidh ó mhaidin
255	when do you think you'll be ready to leave?	Cathain is dóigh leat go mbeidh tú réidh chun imeacht?
256	I think I'll be ready in less than an hour	Is dóigh liom go mbeidh mé réidh i níos lú ná uair an chloig
257	I like that blue thing	Is maith liom an rud gorm san
258	what's that blue thing over there?	Cad é an rud gorm san thall ansúd?
259	an idea	smaoineamh
260	I don't have the faintest idea	Níl an tuairim is lú agam
261	I think it might be something important	Is dóigh liom go bhféadfadh sé a bheith ina rud éigin tábhachtach
262	who was that man you were talking to yesterday?	Cé hé an fear san go rabhais ag caint leis inné?
263	I don't know who you mean	Ní fheadar cé atá i gceist agat
264	an old man	seanfhear
265	a friend	cara
266	he was an old friend of my father	Seanchara le m'athair ab ea é
267	have you heard from your friend?	Ar chualaís ó do chara?
268	yes she sent me two emails last week	Chuala, sheol sí dhá ríomhphost chugam an tseachtain seo caite
269	Why don't you want to wait for your father?	Cad ina thaobh ná teastaíonn uait fanacht le t'athair?
270	because I'm worried that I'm going to be late	mar tá imní orm go mbeidh mé déanach
271	would you like to come with us next month?	Ar mhaith leat teacht linn an mhí seo chugainn?
272	yes that sounds like a great idea	Ba mhaith, is smaoineamh iontach é sin
273	no unfortunately I've got too much work	Níor mhaith, faraor tá an iomarca oibre agam
274	do you have to leave in a few days?	An gcaithfidh tú imeacht i gceann cúpla lá?
275	longer	níos faide
276	no I can stay here for a little longer	Ní chaithfidh, is féidir liom fanacht anso beagán níos faide
277	yes I've got an important meeting early next week	Caithfidh, tá cruinniú tábhachtach agam go luath an tseachtain seo chugainn
278	Did you have to finish everything last night?	An raibh ort gach aon rud a chríochnú aréir?
279	yes because there wasn't much time left	Bhí, mar ní raibh mórán ama fágtha
280	no I only had to do the most important job	Ní raibh, ní raibh orm ach an jab is tábhachtaí a dhéanamh
281	do you mind if I finish my coffee before you start?	An miste leat má chríochnaím mo chaife sara dtosnaíonn tú?
282	no that's not a problem	Ní miste, ní fadhb é sin
283	which of your friends speak Irish?	Cé acu de do chairde a labhrann Gaelainn?
284	do you know my sister's friend?	An bhfuil aithne agat ar chara mo dheirféar?
285	she speaks Irish	Labhrann sí Gaelainn
286	people who like speaking Irish	daoine gur maith leo Gaelainn a labhairt
287	how many people do you know who like watching television?	Cé mhéid duine go bhfuil aithne agat orthu gur maith leo bheith ag féachaint ar an dteilifís?
288	most people I know like watching television	Is maith le formhór na ndaoine go bhfuil aithne agam orthu bheith ag féachaint ar an dteilifís
289	I wonder if she's going to be there this afternoon	Ní fheadar an mbeidh sí ann tráthnóna inniubh
290	I wonder if he knows the answer	Ní fheadar an bhfuil an freagra ar eolas aige
291	I hope I'll be able to speak better soon	Tá súil agam go mbeidh mé ábalta labhairt níos fearr go luath
292	I hope you'll be able to come to the party	Tá súil agam go mbeidh tú ábalta teacht chun na cóisire
293	I have to find out where he's going to meet me	Caithfidh mé fáil amach cá bhfuil sé chun bualadh liom
294	I don't have enough time to call you tonight	Níl a dhóthain ama agam chun glaoch ort anocht
295	I didn't say that I wanted to finish in a day	Ní dúrt gur theastaigh uaim críochnú i lá amháin
296	I said that I needed a little more time	Dúrt go dteastaigh beagán níos mó ama uaim
297	I don't know many people who speak Irish	Níl aithne agam ar mhórán daoine a labhrann Gaelainn
298	I've got nothing left to say	Níl faic fágtha agam le rá
299	he wants to pay half	Teastaíonn uaidh an leath a íoc
300	she doesn't want to seem unfriendly	Ní theastaíonn uaithi a bheith míchairdiúil
301	he said that he wants to show you something	Dúirt sé go dteastaíonn uaidh rud éigin a thaispeáint duit
302	she said that she doesn't want to live in a city	Dúirt sí ná teastaíonn uaithi cónaí i gcathair
303	I think that he wants to sit down	Is dóigh liom go dteastaíonn uaidh suí síos
304	I think that she doesn't want to work from home	Is dóigh liom ná teastaíonn uaithi obair ón mbaile
305	woman	bean
306	I know that young woman who's talking to your friend	Tá aithne agam ar an mbean óg san atá ag caint le do chara
307	I know that young man who's sitting over there	Tá aithne agam ar an bhfear óg san atá ina shuí thall ansúd
308	yes she's a friend of my mother	Tá, is cara le mo mháthair í
309	no I've never seen her before	Níl, ní fheaca riamh roimis seo í
310	she could write a story about that man	D'fhéadfadh sí scéal a scríobh mar gheall ar an bhfear san
311	he couldn't believe the three most important facts	Ní fhéadfadh sé na trí fhíric is tábhachtaí a chreidiúint
312	she said that she could use the other room tomorrow night	Dúirt sí go bhféadfadh sí an seomra eile a úsáid oíche amárach
313	he said that he couldn't watch all five games	Dúirt sé ná féadfadh sé féachaint ar na cúig chluiche ar fad
314	I think that she could put it on the table	Is dóigh liom go bhféadfadh sí é a chur ar an mbord
315	I think that he couldn't afford the car that he wanted	Is dóigh liom ná féadfadh sé an carr a theastaigh uaidh a cheannach
316	do you think that she could bring her brother on Monday?	An dóigh leat go bhféadfadh sí a deartháir a thabhairt léi Dé Luain?
317	yes I think she could if she wanted to	Is dóigh, is dóigh liom go bhféadfadh sí dá dteastódh uaithi
318	no I don't think she could this time	Ní dóigh, ní dóigh liom go bhféadfadh sí an uair seo
319	she needs to move to a different country	Teastaíonn uaithi bogadh go tír eile
320	he doesn't need to buy another television this year	Ní theastaíonn uaidh teilifís eile a cheannach i mbliana
321	a book	leabhar
322	she said that she needs to read the same book	Dúirt sí go dteastaíonn uaithi an leabhar céanna a léamh
323	he said that he doesn't need to walk to school	Dúirt sé ná teastaíonn uaidh siúl ar scoil
324	That student has both of her hands up	Tá a dhá láimh in airde ag an mac léinn san
325	I think that he needs to consider ten possible problems	Is dóigh liom go dteastaíonn uaidh machnamh a dhéanamh ar dheich bhfadhb fhéideartha
326	I don't think that she needs to sell the company	Ní dóigh liom go dteastaíonn uaithi an comhlacht a dhíol
327	do you think that she needs to offer another way?	An dóigh leat go dteastaíonn uaithi slí eile a thairiscint?
